2	65.96577454	31.24969673
2	71.37850952	33.00560379
2	65.01573944	37.77273941
2	70.42847443	31.43915558
2	53.0239563	36.29958725
2	57.31964493	32.88577652
2	51.74811935	27.27393341
2	56.80492783	29.346138
1	64.72279358	31.15324402
1	69.74127197	35.3175087
2	60.19438553	26.42300606
2	65.69746399	25.70687866
1	62.57905579	28.64492989
1	67.79192352	30.951437
1	58.94318771	27.74640656
1	64.15605927	28.05707169
2	63.4907608	39.6326561
2	68.70362854	38.03865433
2	58.05886459	41.82778168
2	63.27173233	47.35100555
2	74.45037842	25.39657021
2	79.70704651	26.71431351
1	69.37166596	22.56483841
1	74.49417877	21.96278763
1	46.37097931	33.7370224
1	51.64408112	32.68497467
1	44.62696838	29.16314507
1	49.38261414	31.91097641
1	48.57221222	33.15048218
1	53.32785797	36.14754486
2	49.62080765	41.38510513
2	54.82272339	41.96867752
2	39.80834961	26.23029327
2	45.06502533	29.82181168
1	66.5352478	36.99028015
1	71.6550293	35.24531937
2	70.63928986	23.58376122
2	75.87132263	26.16276169
1	54.26420212	31.2144928
1	59.49623489	29.36825562
2	74.20671082	23.11623192
2	78.17658997	22.12808228
1	61.67282867	29.69237709
1	66.82820129	32.86789322
2	58.27515411	33.28402329
2	63.43873978	32.80342484
2	53.10061646	47.61349487
2	58.43121338	39.55228424
1	57.21286774	33.13305664
1	62.40109634	34.00040436
1	60.3449707	34.9240036
1	65.5331955	38.6272583
1	56.65434647	36.43810272
1	61.69472885	40.87405396
2	69.05680847	27.63980103
2	74.09719086	28.55679321
2	57.94113541	43.0955658
2	62.91033554	45.5226326
2	60.37782288	36.95159912
2	65.34702301	40.80540848
2	52.91170502	34.23382187
2	58.11088181	36.74667358
1	64.28199768	29.23783302
1	69.48117828	27.4464016
1	52.47912216	25.05665588
1	57.68104172	25.96383858
2	55.25256729	30.5988369
2	60.15605927	28.30720329
2	63.16495514	26.55282974
2	68.0684433	23.04946136
2	57.49213028	29.6434288
2	62.39561844	30.44849396
2	58.68583298	27.16022682
2	63.61396408	33.79682159
2	68.90348816	28.57667542
2	73.83161926	30.16633224
1	59.62491608	26.14927673
1	64.34770966	26.07396126
1	70.20671082	29.57679749
1	74.92949677	30.38062286
2	68.35044861	42.31111145
2	73.07323456	32.15294266
1	65.00205231	31.61294365
1	69.72484589	30.76769257
2	64.59685516	36.38597107
2	68.94181824	39.05867004
2	58.48596954	53.83483887
2	63.21697617	58.01260376
2	45.8672142	32.3445282
2	50.59822083	33.7775116
1	68.34770966	29.69120026
1	73.07050323	25.73708153
2	38.5516777	36.08613586
2	44.12594223	35.54096985
2	34.20944595	45.40724564
2	39.14305115	47.78450012
1	60.99931717	33.6333313
1	65.67829895	32.1578598
1	57.71663284	28.8305912
1	62.39561844	28.48091125
1	49.97946549	27.95556068
1	54.5626297	23.09118271
2	54.2806282	25.03856659
2	58.91854858	27.28798294
1	36.28747559	34.2967186
1	41.94661331	35.2063446
1	56.22724152	28.31469727
1	60.94182205	31.92875099
1	37.40177918	26.19816208
1	42.11635971	24.35773659
2	70.9076004	21.70084
2	75.58932495	19.84810257
2	75.23887634	22.94446755
2	79.92060089	23.14118767
1	51.19507217	34.19855499
1	55.87679672	33.36565781
2	53.09513855	25.89851761
2	57.77686691	26.92869759
1	47.60575104	21.90373039
1	52.28747559	22.55181694
1	42.85557938	29.80937576
1	47.65776825	30.74133301
1	41.33880997	34.37065888
1	45.57700348	35.74417877
2	70.18754578	26.51299858
2	74.8062973	25.40403748
2	56.93087006	29.13555718
2	61.55783844	28.4752655
2	73.7084198	17.20659828
2	78.33538818	17.62965584
1	73.79055786	28.92589569
1	78.20123291	31.18992233
1	64.67350769	24.67667007
1	69.08419037	25.19997787
1	58.99246979	28.44838142
1	63.3045845	30.01035881
2	56.60232544	23.20858574
2	60.71731567	24.17067146
2	73.22929382	31.95868683
2	77.65913391	28.68046188
2	71.63038635	29.56365967
2	75.96988678	30.1458683
1	67.79740143	26.33497238
1	72.06023407	27.29418564
2	60.89527893	31.0146656
2	65.23477173	27.62908363
2	74.75701904	34.76080322
2	79.13210297	32.76859283
2	72.13963318	20.74658012
2	76.55304718	23.33371735
1	68.43805695	28.08956718
1	72.67624664	26.8951931
2	56.8432579	57.97280121
2	61.3634491	51.10293198
2	68.67350769	43.40116501
2	73.1937027	40.1219101
2	68.54209137	39.30891037
2	72.9281311	37.71674347
2	73.68377686	30.44871712
2	78.06981659	32.46191025
1	43.06912994	37.66212463
1	48.06296921	44.30261993
2	73.29226685	28.67213249
2	77.54962158	33.39055252
2	55.83846664	39.453125
2	60.21355057	37.03847122
2	57.07049942	37.109375
2	61.37714005	35.26886368
1	60.97467423	30.25747109
1	65.1252594	29.81081963
1	59.90691376	25.47361374
1	64.05749512	23.35893059
2	44.75291061	36.31025696
2	48.45448303	43.78994751
2	53.32785797	28.92052651
2	57.02943039	28.52905083
2	63.96166992	36.32112885
2	67.63586426	37.70401764
2	75.55373383	36.46697998
2	79.35112762	33.04514313
2	56.0958252	41.15169525
2	59.77549744	45.0078392
2	60.70088959	39.43570709
2	64.32306671	43.58774948
2	59.8412056	43.89143372
2	63.47980881	43.25844574
2	58.29431915	47.77138519
2	62.50513458	47.7326088
2	52.0958252	43.59233856
2	56.30664063	50.26704025
2	50.25325012	33.5886879
2	54.60095978	33.70158768
2	70.5626297	22.77221489
2	74.11088562	21.07236671
2	75.60027313	30.67775345
2	78.9760437	29.35643959
1	70.25598908	31.66346741
1	73.74948883	30.43807411
2	73.63723755	24.82522965
2	77.07871246	26.70131874
2	68.6570816	24.18729782
2	71.93702698	24.12024689
1	74.28063202	23.51963997
1	77.65913391	25.02777481
1	64.23545837	32.05030441
1	67.56742096	32.87571335
1	70.81724548	25.93000031
1	74.15742493	56.9521637
2	73.46201325	24.64598465
2	76.95824432	24.66547012
1	54.77344132	24.82355499
1	58.9760437	27.79737091
2	50.9760437	31.58861351
2	55.13757706	33.71058273
2	54.31622315	36.60584259
2	58.47501755	44.04996872
2	48.23819351	41.8717308
2	52.56947327	44.61016083
1	81.63175964	25.48680687
1	85.05954742	24.53652954
2	83.30184937	23.31357193
2	86.72963715	23.00296211
1	58.23956299	37.22049713
1	61.62628174	39.81148529
1	53.47296524	45.15822601
1	56.83778381	45.34609604
2	48.44900894	29.25884819
2	51.97809601	30.29137993
1	50.78439331	28.45203018
1	54.15195084	26.84514999
1	55.36207962	28.84527397
1	58.9869957	27.83950615
1	50.54893875	29.28547669
1	54.17385483	30.04081726
1	54.4777565	32.18768692
1	58.06433868	31.34194183
1	62.00958252	30.54225731
1	65.59616852	32.22612
2	73.57152557	39.19419098
2	77.17179871	39.33628464
2	70.29979706	28.56099701
2	73.90007019	25.02766418
2	63.01711273	24.453125
2	66.61738586	27.29322433
2	68.62149048	16.64932442
2	72.22176361	19.97675133
2	61.13346863	28.85256577
2	64.65161133	35.07231903
1	63.01163483	42.22282028
1	66.60916901	45.39839172
2	65.67282867	34.01281357
2	69.2950058	34.38167191
2	59.43326569	37.06971359
2	63.03079987	36.83586502
1	62.11088181	27.00969315
1	65.59069061	27.0232811
1	62.11088181	27.00969315
1	65.59069061	27.0232811
1	46.66392899	34.94227982
1	50.12457275	32.48975754
1	53.42094421	38.62414932
1	56.88158798	38.03911209
2	57.20465469	28.47376633
2	60.55578232	30.40823746
2	63.7399025	30.74687386
2	67.28542328	30.04765701
1	68.66529846	30.63662148
1	72.21081543	29.97710609
1	60.63792038	28.63222122
1	64.12593842	27.12673569
1	65.04038239	28.53821182
1	68.58042145	30.61831093
2	77.54141235	27.18162918
2	81.08145142	28.87906456
1	75.67419434	25.73705673
1	79.0499649	27.17214203
1	76.08760834	27.39304352
1	79.35934448	30.82355499
1	69.7768631	29.95487976
1	73.2676239	29.23163414
2	47.73442841	43.09976196
2	51.23887634	52.48491669
2	40.71731567	41.95921326
2	42.24777603	39.5524559
2	41.20465469	24.24745941
2	44.68172455	29.27906799
1	65.25119782	32.7714653
1	68.66803741	32.50816345
1	62.42026138	36.00211334
1	65.83709717	34.34572601
1	69.21834564	25.63120461
1	72.58863831	31.33517075
1	78.27515411	31.54778099
1	81.93840027	31.15450668
2	58.70225906	36.07156754
2	62.0369606	40.06386948
1	55.62765122	44.26208496
1	58.98151779	62.36833191
2	49.86447525	26.97678185
2	53.22108078	26.02061653
2	47.52909088	36.46331787
2	50.88569641	32.98147202
2	46.06433868	23.08771515
2	49.42915726	21.87302017
1	54.66119003	21.3851738
1	58.21492004	20.95172691
2	62.22313309	29.30884171
2	65.7768631	34.34509277
2	59.43600464	29.74742699
2	62.95140457	28.54553795
2	55.30184937	28.88112068
2	58.69678116	31.72421265
1	52.30116272	33.15470123
1	55.69609833	32.58222198
2	70.0752945	29.04182053
2	73.48938751	31.3258667
1	58.29705811	29.61121941
1	61.65639877	30.12462425
2	61.6180687	41.25387192
2	65.00753021	43.05207825
2	65.11156464	24.16716194
2	68.04106903	24.20297623
2	48.13415527	22.12
2	51.06365585	23.09335899
2	69.97399139	18.96264458
2	73.22381592	19.39058113
1	75.97535706	31.34666252
1	78.89938354	30.0842247
2	73.83709717	25.51292992
2	77.06776428	24.80074501
1	68.54756928	34.63105393
1	71.8028717	32.21562958
2	55.12388611	25.4849205
2	58.3819313	28.26059532
2	60.10403824	26.41004753
2	63.33470154	24.09041405
2	58.07255173	34.87965393
2	61.25393677	34.50918961
2	64.58863831	43.40019989
2	67.83299255	44.82776642
2	65.76043701	42.73477936
2	69.00479126	44.9940567
1	67.81108856	33.02564621
1	71.09651184	31.30125809
1	69.57700348	34.33565903
1	72.86242676	32.78703308
2	73.74127197	26.09781456
2	76.98014832	25.26156998
2	53.02943039	34.14569092
2	56.22998047	34.03751755
2	51.87132263	31.13153839
2	55.11019897	30.48163605
2	51.27720642	45.38861466
2	54.41752243	46.50191116
2	47.72073746	38.15439224
2	50.86379242	22.56157303
2	37.42094421	30.97114754
2	40.3449707	30.74957085
2	42.25872803	36.80981445
2	45.1827507	34.3167305
1	45.69472885	27.41242409
1	48.86242294	28.99551964
2	44.47090912	32.58459473
2	47.71800232	30.85779572
1	33.54140854	28.05268097
1	36.8542099	28.73380089
1	62.5626297	34.17691422
1	65.73032379	37.66139603
1	68.42984009	26.79585838
1	71.59753418	27.64154434
1	59.60575104	29.19970322
1	62.67214203	30.52886963
2	61.93292236	26.4380703
2	64.99931335	24.00720406
1	55.50992584	34.33534622
1	58.5516777	37.14505768
1	69.52498627	32.67189407
1	72.66803741	32.22438812
1	67.73168945	29.50919342
1	70.86927032	28.90075684
1	75.13484192	29.17007828
1	78.28884125	29.27253914
2	68.74195862	19.69230843
2	71.89595795	19.38103294
2	57.58795166	39.23724747
2	60.65434647	41.58794022
2	50.16016388	37.69211578
2	53.22655869	38.94214249
1	41.35797501	28.01022339
1	44.54483414	26.48610115
2	43.989048	38.4528656
2	47.09103394	43.20623779
2	46.81998444	32.98492432
2	49.84804916	32.4792366
1	49.09240341	31.92452431
1	52.10677719	31.9932785
2	55.11567307	40.0738411
2	58.32443619	39.55479813
2	51.09103394	39.6484375
2	54.15742493	40.78125
2	56.63244247	43.98160934
2	59.69883728	42.61907196
1	65.9520874	28.86496162
1	69.07871246	28.37446213
1	61.33607101	27.65333748
1	64.46269989	26.43626022
2	63.29089737	27.13
2	66.36824036	28.53697205
1	73.5331955	23.46978378
1	76.6105423	25.28834534
1	58.81917954	31.70873833
1	61.65913773	28.9094944
2	71.4876709	24.84988022
2	74.27515411	25.01501465
1	66.38903809	27.29304504
1	68.83230591	26.73338318
1	78.37918854	27.87686539
1	81.48665619	29.66457176
2	66.09172058	24.34963608
2	69.1991806	25.47370148
2	57.27310181	26.76786804
2	60.38056183	26.49150848
2	53.95756149	48.9051857
2	57.0239563	49.84750366
2	59.0609169	36.28670883
2	62.12731171	42.38184357
2	48.81314087	24.736269
2	51.86310577	27.74432945
2	58.22587204	30.22505951
2	61.23750687	34.15787125
2	64.30664063	38.75114822
2	67.35660553	44.97808075
2	62.67214203	31.46982193
2	65.72210693	37.96321106
1	54.61464691	35.39089203
1	57.6235466	34.52857971
2	60.45722199	34.12244797
2	63.56194305	34.0647583
2	66.4887085	22.41972733
2	69.59342957	25.02839088
